reviewId,userName,userImage,content,score,thumbsUp,appVersion,at,replyContent,repliedAt,scam_related
b02e0ec2-903a-44d7-a000-5b7a71e7c26c,Carl Hankins,https://play-lh.googleusercontent.com/a-/ALV-UjVAGssI4ROJBi3Kc6yfULBKqQaQ-AO0cLyBXrO0jEH8uA6-FN56,It's okay I guess,2,1,3.26.1,2024-12-29 01:19:43,"Dear Carl, Thank you for reaching out to us here. Please do contact us directly at support@asiandate.com to have a clarification of the issue and assist you accordingly with it.",2024-03-19 11:30:03,False
22066545-2977-4fa3-84e8-bc5d19fc6e60,Philip Long,https://play-lh.googleusercontent.com/a/ACg8ocJ3HOuZzRhQkJ6J8EC7rxNwBe1xq8ol5yy-12ZSr7glTz5U=mo,Sucks!!,1,0,,2024-12-25 21:27:14,"Hi Philip! We appreciate that you let us know about how you feel about our app. Could you please let us know what did not work for you at support@asiandate.com? We would like to maybe dispel your doubts or help you with the issue. Thank you!
",2024-12-25 22:33:39,False
64af025e-a109-4be8-aa53-7d171d48f6e0,CJ Leavitt,https://play-lh.googleusercontent.com/a-/ALV-UjVDXFvS4kApV9gvlmYFBw2TDPrgpcNp0doR5xaSmrRdSMZ_6-YWHw,This service allows fake accounts and scams. My email was hacked and used for this service. Since I did not actually make the account that alone proves there are fake accounts and it's allowed. I got in contact with them to have them remove the account in my name and using my information as it is not a legitimate account. I heard back from them and they did say they'll remove the account however they ignored my statement to remove it and the fake account is still active as I still get the emails,1,0,,2024-12-22 17:52:41,"Hi CJ, Thank you for sharing your thoughts with us. Our app prioritizes authenticity, and we take allegations of fraudulent activity seriously and investigate all claims in line with the anti-scam policy. Regarding the member/s you are referring to, Please reach out to us with relevant details at support@asiandate.com to address this promptly.",2024-12-22 21:06:05,True
33e4e393-f6cc-4850-b780-b1aa1dda8f40,Craig Richard,https://play-lh.googleusercontent.com/a/ACg8ocJlj10Ij_eHq8ZeUS4xSt--SYChc7yLHvcOZ1zbDyQbhYw1Fl8=mo,I love the ladies on this app....but I do not like the layout of the app....or the accommodation provided by customer service.....I want to connect with a few ladies here and the only way is to buy 300 or 400$ worth of credit to send a present to them.....I can't afford this and that is really very steep price for this service..... I found women here to be what I am looking for and they are looking to get out of China etc to come to USA and it will never happen because it is too awkward &costly.,3,0,3.26.1,2024-12-15 01:32:55,"Hi, We understand that pricing can be a concern, and we apologize if our subscription fees feel too high. We’re committed to providing value for our members, and your feedback is important for us to evaluate our pricing structure. To maximize savings, consider selecting larger packages, it offers a reduced rate per credit compared to smaller ones.
",2024-12-15 23:00:18,False
460e9ea9-fe02-4897-b81f-0bbd979b89e5,Jessie Toledo,https://play-lh.googleusercontent.com/a-/ALV-UjXGn5WCxcL3b3n_sCFmTIsw1DpQeHoXA2Cy070ZZuzAO28sjCFv,"You know is very nice here this site, the asian lady is very nice chat mate here in site, no one to talk about it,",5,0,3.26.1,2024-12-12 22:27:25,"Hi Jessie, We're so glad to hear you're enjoying the experience and having positive interactions on the site! 😊 It’s great that you've found someone you connect with. If there's anything else you'd like to share or if you need assistance, we’re here to help! Enjoy your conversations!
",2024-12-13 13:04:46,False
fad94c62-c325-4c3d-9b70-5af7ec0e88d1,HOPE Creekmore,https://play-lh.googleusercontent.com/a/ACg8ocK2rb8dN9-cJyKdGG-iH0RPLbtmToJRl2IMghEQtx7tVcxT895j=mo,"Can't just delete my account. Plus, it's a waste of time",1,0,3.26.1,2024-12-08 16:10:56,"Hi Hope, We’re sorry to hear that you're having trouble deleting your account and that your experience hasn't been satisfactory. To delete your account, please contact our support team directly at support@asiandate.com, and we will assist you with the process. We value your feedback and are continuously working to improve the platform.",2024-12-08 23:24:30,False
0eca8c64-ca9b-4800-b517-abb4fb45870c,Paolo Tanzey,https://play-lh.googleusercontent.com/a/ACg8ocLA0HgyO5PVFCxPAeX18JiD-I42WE8OP9So44xv8Tdv-pTbnw=mo,Not an honest site claims letters are free but still charges you for them I do not recommend this site to anyone wanting an honest date site,1,0,2.12.3,2024-11-17 04:16:53,"Hi Paolo, We're truly sorry to hear about your experience and understand your frustration. We apologize for any confusion regarding the payment structure. If you believe there has been an error with your credit billing, please contact our customer support at support@asiandate.com directly so we can resolve this issue for you.
",2024-11-17 21:55:26,False
b5c38aa2-d558-43b0-b4fb-4a4b2947d273,Jeff Wolf,https://play-lh.googleusercontent.com/a/ACg8ocJW4xVRjV_uM6hm-lZiJqWzmjXAWh0f4odrv97ycmcIaSxDrg=mo,Iv had 2 bad experiences one with a fifty year old who wanted to get married after 6 mos of taling until I said let's plan on a date then she was not so sure,1,0,3.26.1,2024-11-14 19:08:39,"Hi Jeff, We're sorry to hear about your experience. It sounds like you were being proactive by planning to meet in person, but it’s unfortunate that things didn’t work out. If you're still seeking a meaningful connection, remember that open communication and patience are key. If you ever need any support feel free to reach out. Best of luck!",2024-11-16 18:35:07,False
1cc98719-374d-4791-a57f-e3cbd65a976c,Matthew James,https://play-lh.googleusercontent.com/a/ACg8ocJtQdTBNkq_M2aK0vNYudn5IdsWT50Tb0XzkGrH6FdrJtE-5w=mo,Other Apps don't charge why you charging to chat on here wow outrageous,1,0,3.26.1,2024-10-10 08:37:36,"Hi Matthew, Thank you for the review. The platform does not offer free services but by simply subscribing, you will be able to unlock and use premium communication services. It may not be the cheapest, but check what you get for it: anti-scam protection, constant updates, etc. For further clarifications, Please contact us at support@asiandate.com
",2024-10-10 21:03:09,False
9e865cf5-403a-4c95-a9db-c120b61443e9,Jerry Kramer,https://play-lh.googleusercontent.com/a-/ALV-UjUFY6a5Sc9iSOejjR0oi_y4SqwHF3decCyrW2LJ0XSY_VoOlgM,"Free messages are all locked, I cannot read any ""new free messages"" at all.. new messages are restricted to two pages at a time. Very expensive to use. Letters are sent as 10 credits. 60 credits are $60.00. Currently some profiles are locked out from accessing the profile involved. Locked profiles include ones currently involved with.",1,22,3.26.1,2024-09-23 12:40:31,"Hi Jerry, Thank you for sharing your concern. We would appreciate it if you can elaborate the concern locked messages and profile with relevant screenshots via email support@asiandate.com for precise assistance. Regarding letters, indeed it costs 10 credits each, for much lasting and savvy communication, we best suggest using online chat instead.",2024-09-25 22:09:39,False
